homeTeam,homeFirstQuater,homeSecondQuater,homeThirdQuater,homeFourthQuater,homeOTQuater,homeTotalScore,awayTeam,awayFirstQuater,awaySecondQuater,awayThirdQuater,awayFourthQuater,awayOTQuater,awayTotalScore,date,preseason,postseason
Texans,7,3,0,7,0,17,Steelers,0,0,7,3,0,10,4:2011:False:False,False,False
Cowboys,7,13,10,0,0,30,Lions,0,3,14,17,0,34,4:2011:False:False,False,False
Eagles,7,13,3,0,0,23,49ers,0,3,14,7,0,24,4:2011:False:False,False,False
Bears,10,14,0,10,0,34,Panthers,3,17,0,9,0,29,4:2011:False:False,False,False
Rams,0,0,0,10,0,10,Redskins,7,7,3,0,0,17,4:2011:False:False,False,False
Jaguars,0,10,0,0,0,10,Saints,7,7,6,3,0,23,4:2011:False:False,False,False
Chiefs,3,6,6,7,0,22,Vikings,7,0,3,7,0,17,4:2011:False:False,False,False
Bengals,3,0,10,10,0,23,Bills,0,17,0,3,0,20,4:2011:False:False,False,False
Browns,3,3,0,7,0,13,Titans,7,14,10,0,0,31,4:2011:False:False,False,False
Seahawks,0,7,14,7,0,28,Falcons,7,17,3,3,0,30,4:2011:False:False,False,False
Cardinals,3,3,14,7,0,27,Giants,0,10,0,21,0,31,4:2011:False:False,False,False
Packers,14,14,14,7,0,49,Broncos,3,14,0,6,0,23,4:2011:False:False,False,False
Raiders,3,7,3,6,0,19,Patriots,7,10,7,7,0,31,4:2011:False:False,False,False
Chargers,7,6,10,3,0,26,Dolphins,7,3,3,3,0,16,4:2011:False:False,False,False
Ravens,17,10,7,0,0,34,Jets,7,10,0,0,0,17,4:2011:False:False,False,False
Buccaneers,0,7,10,7,0,24,Colts,3,7,7,0,0,17,4:2011:False:False,False,False
Texans,7,7,3,3,0,20,Raiders,3,9,3,10,0,25,5:2011:False:False,False,False
Colts,7,17,0,0,0,24,Chiefs,0,14,7,7,0,28,5:2011:False:False,False,False
Jaguars,7,6,0,7,0,20,Bengals,7,6,0,17,0,30,5:2011:False:False,False,False
Giants,7,7,0,11,0,25,Seahawks,14,0,2,20,0,36,5:2011:False:False,False,False
Vikings,28,0,3,3,0,34,Cardinals,0,3,7,0,0,10,5:2011:False:False,False,False
Bills,7,14,10,0,0,31,Eagles,0,7,7,10,0,24,5:2011:False:False,False,False
Steelers,7,14,7,10,0,38,Titans,3,0,7,7,0,17,5:2011:False:False,False,False
Panthers,6,7,7,7,0,27,Saints,10,10,3,7,0,30,5:2011:False:False,False,False
49ers,7,17,10,14,0,48,Buccaneers,3,0,0,0,0,3,5:2011:False:False,False,False
Patriots,7,3,14,6,0,30,Jets,0,7,7,7,0,21,5:2011:False:False,False,False
Broncos,7,3,0,14,0,24,Chargers,6,17,0,6,0,29,5:2011:False:False,False,False
Falcons,7,7,0,0,0,14,Packers,0,6,9,10,0,25,5:2011:False:False,False,False
Lions,0,7,14,3,0,24,Bears,0,10,0,3,0,13,5:2011:False:False,False,False
Bengals,7,3,10,7,0,27,Colts,0,7,0,10,0,17,6:2011:False:False,False,False
Steelers,7,10,0,0,0,17,Jaguars,0,3,7,3,0,13,6:2011:False:False,False,False
Redskins,0,3,3,7,0,13,Eagles,7,13,0,0,0,20,6:2011:False:False,False,False
Lions,10,0,3,6,0,19,49ers,0,12,3,10,0,25,6:2011:False:False,False,False
Packers,3,21,0,0,0,24,Rams,0,3,0,0,0,3,6:2011:False:False,False,False
Giants,7,10,7,3,0,27,Bills,14,3,0,7,0,24,6:2011:False:False,False,False
Falcons,7,7,0,17,0,31,Panthers,3,7,7,0,0,17,6:2011:False:False,False,False
Ravens,7,3,6,13,0,29,Texans,0,7,7,0,0,14,6:2011:False:False,False,False
Raiders,7,7,10,0,0,24,Browns,0,7,0,10,0,17,6:2011:False:False,False,False
Buccaneers,3,17,3,3,0,26,Saints,7,3,3,7,0,20,6:2011:False:False,False,False
Patriots,3,10,0,7,0,20,Cowboys,3,7,3,3,0,16,6:2011:False:False,False,False
Bears,16,10,10,3,0,39,Vikings,0,3,7,0,0,10,6:2011:False:False,False,False
Jets,7,7,3,7,0,24,Dolphins,3,3,0,0,0,6,6:2011:False:False,False,False
Jets,3,7,7,10,0,27,Chargers,7,14,0,0,0,21,7:2011:False:False,False,False
Titans,0,0,7,0,0,7,Texans,3,17,7,14,0,41,7:2011:False:False,False,False
Lions,3,3,10,0,0,16,Falcons,10,7,3,3,0,23,7:2011:False:False,False,False
Panthers,3,6,14,10,0,33,Redskins,0,6,7,7,0,20,7:2011:False:False,False,False
Buccaneers,2,3,0,13,0,18,Bears,7,7,7,3,0,24,7:2011:False:False,False,False
Dolphins,0,6,0,9,0,15,Broncos,0,0,0,15,3,18,7:2011:False:False,False,False
Browns,0,3,0,3,0,6,Seahawks,0,0,3,0,0,3,7:2011:False:False,False,False
Raiders,0,0,0,0,0,0,Chiefs,14,0,7,7,0,28,7:2011:False:False,False,False
Cardinals,0,7,7,6,0,20,Steelers,7,10,9,6,0,32,7:2011:False:False,False,False
Vikings,7,10,0,10,0,27,Packers,7,6,20,0,0,33,7:2011:False:False,False,False
Cowboys,7,10,3,14,0,34,Rams,0,7,0,0,0,7,7:2011:False:False,False,False
Saints,21,13,14,14,0,62,Colts,0,7,0,0,0,7,7:2011:False:False,False,False
Jaguars,3,3,3,3,0,12,Ravens,0,0,0,7,0,7,7:2011:False:False,False,False
Giants,3,7,0,10,0,20,Dolphins,7,7,3,0,0,17,8:2011:False:False,False,False
Texans,7,0,7,10,0,24,Jaguars,0,7,0,7,0,14,8:2011:False:False,False,False
Titans,3,17,0,7,0,27,Colts,0,0,3,7,0,10,8:2011:False:False,False,False
Panthers,0,14,7,0,0,21,Vikings,7,7,7,3,0,24,8:2011:False:False,False,False
Rams,0,17,7,7,0,31,Saints,0,0,7,14,0,21,8:2011:False:False,False,False
Ravens,0,6,14,10,0,30,Cardinals,3,21,0,3,0,27,8:2011:False:False,False,False
Bills,7,6,7,3,0,23,Redskins,0,0,0,0,0,0,8:2011:False:False,False,False
Broncos,3,0,0,7,0,10,Lions,7,17,14,7,0,45,8:2011:False:False,False,False
49ers,10,7,0,3,0,20,Browns,0,3,0,7,0,10,8:2011:False:False,False,False
Seahawks,0,3,3,6,0,12,Bengals,10,7,0,17,0,34,8:2011:False:False,False,False
Steelers,7,10,3,5,0,25,Patriots,0,10,0,7,0,17,8:2011:False:False,False,False
Eagles,14,10,3,7,0,34,Cowboys,0,0,0,7,0,7,8:2011:False:False,False,False
Chiefs,10,3,0,7,3,23,Chargers,0,3,9,8,0,20,8:2011:False:False,False,False
Texans,14,10,3,3,0,30,Browns,3,0,3,6,0,12,9:2011:False:False,False,False
Chiefs,3,0,0,0,0,3,Dolphins,7,7,14,3,0,31,9:2011:False:False,False,False
Cowboys,3,3,7,10,0,23,Seahawks,3,3,0,7,0,13,9:2011:False:False,False,False
Redskins,0,3,0,8,0,11,49ers,0,13,3,3,0,19,9:2011:False:False,False,False
Saints,7,10,7,3,0,27,Buccaneers,0,3,3,10,0,16,9:2011:False:False,False,False
Bills,0,0,3,8,0,11,Jets,0,3,17,7,0,27,9:2011:False:False,False,False
Colts,0,7,0,0,0,7,Falcons,14,7,7,3,0,31,9:2011:False:False,False,False
Titans,3,14,0,0,0,17,Bengals,0,7,7,10,0,24,9:2011:False:False,False,False
Raiders,3,14,7,0,0,24,Broncos,7,0,17,14,0,38,9:2011:False:False,False,False
Patriots,0,0,3,17,0,20,Giants,0,0,10,14,0,24,9:2011:False:False,False,False
Chargers,7,10,7,14,0,38,Packers,21,7,3,14,0,45,9:2011:False:False,False,False
Cardinals,3,0,3,7,6,19,Rams,3,6,4,0,0,13,9:2011:False:False,False,False
Steelers,0,6,0,14,0,20,Ravens,3,6,7,7,0,23,9:2011:False:False,False,False
Eagles,0,10,14,0,0,24,Bears,7,10,3,10,0,30,9:2011:False:False,False,False
Chargers,3,0,14,0,0,17,Raiders,7,10,7,0,0,24,10:2011:False:False,False,False
Cowboys,14,14,6,10,0,44,Bills,0,7,0,0,0,7,10:2011:False:False,False,False
Browns,3,6,3,0,0,12,Rams,0,10,0,3,0,13,10:2011:False:False,False,False
Dolphins,7,3,3,7,0,20,Redskins,3,3,3,0,0,9,10:2011:False:False,False,False
Falcons,3,3,7,10,0,23,Saints,3,7,7,6,3,26,10:2011:False:False,False,False
Eagles,0,14,0,3,0,17,Cardinals,0,7,0,14,0,21,10:2011:False:False,False,False
Panthers,0,0,3,0,0,3,Titans,14,3,3,10,0,30,10:2011:False:False,False,False
Buccaneers,0,3,0,6,0,9,Texans,9,7,14,7,0,37,10:2011:False:False,False,False
Bengals,7,3,7,0,0,17,Steelers,14,3,7,0,0,24,10:2011:False:False,False,False
Colts,0,3,0,0,0,3,Jaguars,3,0,7,7,0,17,10:2011:False:False,False,False
Chiefs,0,0,7,3,0,10,Broncos,7,3,0,7,0,17,10:2011:False:False,False,False
Seahawks,10,9,3,0,0,22,Ravens,0,7,3,7,0,17,10:2011:False:False,False,False
Bears,10,10,17,0,0,37,Lions,0,6,0,7,0,13,10:2011:False:False,False,False
49ers,3,6,3,15,0,27,Giants,3,3,7,7,0,20,10:2011:False:False,False,False
Jets,0,9,0,7,0,16,Patriots,6,7,10,14,0,37,10:2011:False:False,False,False
Packers,14,3,14,14,0,45,Vikings,0,0,7,0,0,7,10:2011:False:False,False,False
Broncos,3,0,7,7,0,17,Jets,0,3,7,3,0,13,11:2011:False:False,False,False
Vikings,7,0,0,14,0,21,Raiders,3,21,3,0,0,27,11:2011:False:False,False,False
Redskins,0,14,3,7,0,24,Cowboys,7,3,0,14,3,27,11:2011:False:False,False,False
Packers,7,14,0,14,0,35,Buccaneers,0,10,3,13,0,26,11:2011:False:False,False,False
Lions,0,14,14,21,0,49,Panthers,10,17,0,8,0,35,11:2011:False:False,False,False
Ravens,0,14,10,7,0,31,Bengals,7,0,7,10,0,24,11:2011:False:False,False,False
Browns,0,7,0,7,0,14,Jaguars,0,7,0,3,0,10,11:2011:False:False,False,False
Dolphins,14,14,7,0,0,35,Bills,3,3,0,2,0,8,11:2011:False:False,False,False
Rams,7,0,0,0,0,7,Seahawks,0,10,7,7,0,24,11:2011:False:False,False,False
49ers,6,3,14,0,0,23,Cardinals,0,0,0,7,0,7,11:2011:False:False,False,False
Bears,3,14,14,0,0,31,Chargers,3,7,7,3,0,20,11:2011:False:False,False,False
Falcons,7,6,10,0,0,23,Titans,0,3,7,7,0,17,11:2011:False:False,False,False
Giants,0,3,0,7,0,10,Eagles,0,10,0,7,0,17,11:2011:False:False,False,False
Patriots,0,10,17,7,0,34,Chiefs,3,0,0,0,0,3,11:2011:False:False,False,False
Lions,0,0,0,15,0,15,Packers,0,7,17,3,0,27,12:2011:False:False,False,False
Cowboys,0,10,0,10,0,20,Dolphins,3,3,10,3,0,19,12:2011:False:False,False,False
Ravens,3,3,0,10,0,16,49ers,3,0,3,0,0,6,12:2011:False:False,False,False
Jaguars,7,3,0,3,0,13,Texans,7,13,0,0,0,20,12:2011:False:False,False,False
Titans,7,3,0,13,0,23,Buccaneers,3,7,7,0,0,17,12:2011:False:False,False,False
Colts,0,10,3,6,0,19,Panthers,3,7,7,10,0,27,12:2011:False:False,False,False
Rams,7,3,0,10,0,20,Cardinals,3,0,17,3,0,23,12:2011:False:False,False,False
Jets,0,14,7,7,0,28,Bills,7,7,7,3,0,24,12:2011:False:False,False,False
Bengals,7,0,10,6,0,23,Browns,7,10,3,0,0,20,12:2011:False:False,False,False
Falcons,7,10,0,7,0,24,Vikings,0,0,7,7,0,14,12:2011:False:False,False,False
Seahawks,0,7,3,7,0,17,Redskins,7,0,0,16,0,23,12:2011:False:False,False,False
Raiders,6,6,6,7,0,25,Bears,0,7,0,13,0,20,12:2011:False:False,False,False
Eagles,10,3,0,7,0,20,Patriots,7,17,7,7,0,38,12:2011:False:False,False,False
Chargers,3,7,3,0,0,13,Broncos,0,7,3,3,3,16,12:2011:False:False,False,False
Chiefs,3,3,0,3,0,9,Steelers,0,13,0,0,0,13,12:2011:False:False,False,False
Saints,0,21,14,14,0,49,Giants,0,3,7,14,0,24,12:2011:False:False,False,False
Seahawks,7,10,7,7,0,31,Eagles,0,7,0,7,0,14,13:2011:False:False,False,False
Redskins,7,6,0,6,0,19,Jets,7,3,3,21,0,34,13:2011:False:False,False,False
Patriots,3,14,14,0,0,31,Colts,0,3,0,21,0,24,13:2011:False:False,False,False
Vikings,5,10,7,10,0,32,Broncos,7,0,14,14,0,35,13:2011:False:False,False,False
Texans,3,7,0,7,0,17,Falcons,0,3,7,0,0,10,13:2011:False:False,False,False
Buccaneers,3,9,0,7,0,19,Panthers,14,10,7,7,0,38,13:2011:False:False,False,False
Steelers,0,28,7,0,0,35,Bengals,0,7,0,0,0,7,13:2011:False:False,False,False
Bears,0,3,0,0,0,3,Chiefs,0,7,3,0,0,10,13:2011:False:False,False,False
Bills,7,3,0,7,0,17,Titans,10,7,3,3,0,23,13:2011:False:False,False,False
Dolphins,6,7,21,0,0,34,Raiders,0,0,0,14,0,14,13:2011:False:False,False,False
Browns,0,0,3,7,0,10,Ravens,0,10,7,7,0,24,13:2011:False:False,False,False
49ers,3,6,10,7,0,26,Rams,0,0,0,0,0,0,13:2011:False:False,False,False
Cardinals,3,0,3,7,6,19,Cowboys,0,10,3,0,0,13,13:2011:False:False,False,False
Giants,10,7,7,11,0,35,Packers,7,14,7,10,0,38,13:2011:False:False,False,False
Saints,3,21,0,7,0,31,Lions,0,7,10,0,0,17,13:2011:False:False,False,False
Jaguars,0,14,0,0,0,14,Chargers,10,14,7,7,0,38,13:2011:False:False,False,False
Steelers,7,0,0,7,0,14,Browns,3,0,0,0,0,3,14:2011:False:False,False,False
Redskins,10,10,7,0,0,27,Patriots,14,6,14,0,0,34,14:2011:False:False,False,False
Titans,0,3,7,7,0,17,Saints,3,3,3,13,0,22,14:2011:False:False,False,False
Jaguars,0,28,0,13,0,41,Buccaneers,7,7,0,0,0,14,14:2011:False:False,False,False
Dolphins,7,0,3,0,0,10,Eagles,0,24,0,2,0,26,14:2011:False:False,False,False
Panthers,7,16,0,0,0,23,Falcons,7,0,10,14,0,31,14:2011:False:False,False,False
Lions,21,10,0,3,0,34,Vikings,7,7,7,7,0,28,14:2011:False:False,False,False
Jets,7,21,7,2,0,37,Chiefs,3,0,0,7,0,10,14:2011:False:False,False,False
Bengals,6,10,3,0,0,19,Texans,3,0,7,10,0,20,14:2011:False:False,False,False
Ravens,10,7,7,0,0,24,Colts,0,3,0,7,0,10,14:2011:False:False,False,False
Broncos,0,0,0,10,3,13,Bears,0,0,7,3,0,10,14:2011:False:False,False,False
Cardinals,0,7,7,7,0,21,49ers,3,9,7,0,0,19,14:2011:False:False,False,False
Chargers,7,9,14,7,0,37,Bills,0,0,10,0,0,10,14:2011:False:False,False,False
Packers,14,17,12,3,0,46,Raiders,0,0,7,9,0,16,14:2011:False:False,False,False
Cowboys,7,10,3,14,0,34,Giants,5,10,7,15,0,37,14:2011:False:False,False,False
Seahawks,10,0,10,10,0,30,Rams,0,3,3,7,0,13,14:2011:False:False,False,False
Falcons,10,17,14,0,0,41,Jaguars,0,0,7,7,0,14,15:2011:False:False,False,False
Buccaneers,0,0,15,0,0,15,Cowboys,14,14,3,0,0,31,15:2011:False:False,False,False
Bears,7,7,0,0,0,14,Seahawks,7,0,17,14,0,38,15:2011:False:False,False,False
Chiefs,6,0,3,10,0,19,Packers,0,0,7,7,0,14,15:2011:False:False,False,False
Texans,0,0,6,7,0,13,Panthers,7,14,0,7,0,28,15:2011:False:False,False,False
Vikings,3,10,0,7,0,20,Saints,7,14,14,7,0,42,15:2011:False:False,False,False
Rams,0,6,0,7,0,13,Bengals,3,0,10,7,0,20,15:2011:False:False,False,False
Bills,7,0,0,16,0,23,Dolphins,0,13,7,10,0,30,15:2011:False:False,False,False
Colts,3,0,14,10,0,27,Titans,0,6,0,7,0,13,15:2011:False:False,False,False
Giants,0,3,0,7,0,10,Redskins,3,14,3,3,0,23,15:2011:False:False,False,False
Raiders,7,10,0,10,0,27,Lions,7,7,0,14,0,28,15:2011:False:False,False,False
Eagles,14,14,10,7,0,45,Jets,0,13,0,6,0,19,15:2011:False:False,False,False
Cardinals,0,7,0,10,3,20,Browns,7,3,7,0,0,17,15:2011:False:False,False,False
Broncos,13,3,0,7,0,23,Patriots,7,20,7,7,0,41,15:2011:False:False,False,False
Chargers,7,10,14,3,0,34,Ravens,0,7,0,7,0,14,15:2011:False:False,False,False
49ers,3,3,7,7,0,20,Steelers,0,0,3,0,0,3,15:2011:False:False,False,False
Colts,3,3,3,10,0,19,Texans,10,0,3,3,0,16,16:2011:False:False,False,False
Titans,10,7,3,3,0,23,Jaguars,7,3,0,7,0,17,16:2011:False:False,False,False
Chiefs,3,0,3,7,0,13,Raiders,3,0,7,3,3,16,16:2011:False:False,False,False
Jets,7,0,0,7,0,14,Giants,0,10,7,12,0,29,16:2011:False:False,False,False
Redskins,0,10,10,6,0,26,Vikings,3,7,13,10,0,33,16:2011:False:False,False,False
Panthers,10,10,21,7,0,48,Buccaneers,0,10,0,6,0,16,16:2011:False:False,False,False
Bengals,10,10,3,0,0,23,Cardinals,0,0,0,16,0,16,16:2011:False:False,False,False
Steelers,3,7,3,14,0,27,Rams,0,0,0,0,0,0,16:2011:False:False,False,False
Ravens,10,7,3,0,0,20,Browns,0,0,7,7,0,14,16:2011:False:False,False,False
Patriots,0,0,17,10,0,27,Dolphins,3,14,0,7,0,24,16:2011:False:False,False,False
Bills,0,17,6,17,0,40,Broncos,7,0,7,0,0,14,16:2011:False:False,False,False
Lions,10,14,7,7,0,38,Chargers,0,0,10,0,0,10,16:2011:False:False,False,False
Cowboys,0,0,0,7,0,7,Eagles,7,7,3,3,0,20,16:2011:False:False,False,False
Seahawks,7,3,0,7,0,17,49ers,0,3,10,6,0,19,16:2011:False:False,False,False
Packers,7,7,14,7,0,35,Bears,0,3,7,11,0,21,16:2011:False:False,False,False
Saints,7,14,10,14,0,45,Falcons,10,0,3,3,0,16,16:2011:False:False,False,False
Dolphins,3,3,0,13,0,19,Jets,7,3,0,7,0,17,17:2011:False:False,False,False
Patriots,0,14,14,21,0,49,Bills,21,0,0,0,0,21,17:2011:False:False,False,False
Rams,7,0,3,17,0,27,49ers,7,13,7,7,0,34,17:2011:False:False,False,False
Saints,14,10,14,7,0,45,Panthers,7,10,0,0,0,17,17:2011:False:False,False,False
Vikings,10,3,0,0,0,13,Bears,0,14,0,3,0,17,17:2011:False:False,False,False
Packers,10,14,7,14,0,45,Lions,9,10,15,7,0,41,17:2011:False:False,False,False
Eagles,3,7,3,21,0,34,Redskins,0,0,7,3,0,10,17:2011:False:False,False,False
Jaguars,7,3,6,3,0,19,Colts,0,3,3,7,0,13,17:2011:False:False,False,False
Texans,7,3,3,9,0,22,Titans,0,13,3,7,0,23,17:2011:False:False,False,False
Falcons,21,21,0,3,0,45,Buccaneers,0,7,11,6,0,24,17:2011:False:False,False,False
Raiders,7,6,6,7,0,26,Chargers,7,17,7,7,0,38,17:2011:False:False,False,False
Broncos,0,0,3,0,0,3,Chiefs,7,0,0,0,0,7,17:2011:False:False,False,False
Browns,0,6,3,0,0,9,Steelers,0,3,10,0,0,13,17:2011:False:False,False,False
Bengals,3,0,7,6,0,16,Ravens,10,7,0,7,0,24,17:2011:False:False,False,False
Cardinals,7,3,7,3,3,23,Seahawks,0,3,7,10,0,20,17:2011:False:False,False,False
Giants,7,14,0,10,0,31,Cowboys,0,0,7,7,0,14,17:2011:False:False,False,False
Texans,7,10,7,7,0,31,Bengals,7,3,0,0,0,10,18:2011:False:True,False,True
Saints,0,10,14,21,0,45,Lions,7,7,7,7,0,28,18:2011:False:True,False,True
Giants,0,7,10,7,0,24,Falcons,0,2,0,0,0,2,18:2011:False:True,False,True
Broncos,0,20,0,3,6,29,Steelers,6,0,7,10,0,23,18:2011:False:True,False,True
49ers,14,3,3,16,0,36,Saints,0,14,0,18,0,32,19:2011:False:True,False,True
Patriots,14,21,7,3,0,45,Broncos,0,7,3,0,0,10,19:2011:False:True,False,True
Ravens,17,0,0,3,0,20,Texans,3,10,0,0,0,13,19:2011:False:True,False,True
Packers,3,7,3,7,0,20,Giants,10,10,0,17,0,37,19:2011:False:True,False,True
Patriots,3,10,3,7,0,23,Ravens,0,10,10,0,0,20,20:2011:False:True,False,True
49ers,7,0,7,3,0,17,Giants,0,10,0,7,3,20,20:2011:False:True,False,True
Patriots,0,10,7,0,0,17,Giants,9,0,6,6,0,21,22:2011:False:True,False,True
Bills,3,0,0,3,0,6,Redskins,7,0,0,0,0,7,1:2012:True:False,True,False
Falcons,7,10,0,0,0,17,Ravens,0,7,17,7,0,31,1:2012:True:False,True,False
Eagles,0,0,14,10,0,24,Steelers,3,10,7,3,0,23,1:2012:True:False,True,False
Patriots,0,0,7,0,0,7,Saints,3,0,0,3,0,6,1:2012:True:False,True,False
Chargers,7,7,0,7,0,21,Packers,0,7,0,6,0,13,1:2012:True:False,True,False
Bears,0,0,0,3,0,3,Broncos,3,7,14,7,0,31,1:2012:True:False,True,False
Lions,7,7,0,3,0,17,Browns,0,3,7,9,0,19,1:2012:True:False,True,False
Jaguars,7,7,7,11,0,32,Giants,10,14,0,7,0,31,1:2012:True:False,True,False
Dolphins,0,0,7,0,0,7,Buccaneers,7,7,3,3,0,20,1:2012:True:False,True,False
Bengals,0,10,7,0,0,17,Jets,0,3,0,3,0,6,1:2012:True:False,True,False
Chiefs,14,3,3,7,0,27,Cardinals,0,3,7,7,0,17,1:2012:True:False,True,False
49ers,7,10,0,0,0,17,Vikings,3,3,0,0,0,6,1:2012:True:False,True,False
Panthers,3,10,0,0,0,13,Texans,10,3,10,3,0,26,1:2012:True:False,True,False
Seahawks,10,0,7,10,0,27,Titans,0,3,14,0,0,17,1:2012:True:False,True,False
Colts,7,14,7,10,0,38,Rams,0,3,0,0,0,3,1:2012:True:False,True,False
Raiders,0,0,0,0,0,0,Cowboys,0,0,3,0,0,3,1:2012:True:False,True,False
Falcons,0,13,0,6,0,19,Bengals,3,7,7,7,0,24,2:2012:True:False,True,False
Packers,7,0,0,3,0,10,Browns,6,10,14,5,0,35,2:2012:True:False,True,False
Buccaneers,7,0,0,0,0,7,Titans,7,13,3,7,0,30,2:2012:True:False,True,False
Vikings,10,6,3,17,0,36,Bills,0,7,7,0,0,14,2:2012:True:False,True,False
Panthers,17,3,0,3,0,23,Dolphins,0,7,3,7,0,17,2:2012:True:False,True,False
Ravens,3,6,0,3,0,12,Lions,0,17,0,10,0,27,2:2012:True:False,True,False
Saints,3,7,7,7,0,24,Jaguars,7,10,3,7,0,27,2:2012:True:False,True,False
Cardinals,7,17,0,7,0,31,Raiders,8,3,13,3,0,27,2:2012:True:False,True,False
Jets,0,0,3,0,0,3,Giants,3,10,3,10,0,26,2:2012:True:False,True,False
Rams,14,3,7,7,0,31,Chiefs,0,10,0,7,0,17,2:2012:True:False,True,False
Texans,3,7,3,7,0,20,49ers,3,3,3,0,0,9,2:2012:True:False,True,False
Bears,14,6,10,3,0,33,Redskins,0,10,0,21,0,31,2:2012:True:False,True,False
Broncos,7,3,0,0,0,10,Seahawks,3,6,7,14,0,30,2:2012:True:False,True,False
Chargers,0,0,7,21,0,28,Cowboys,3,7,3,7,0,20,2:2012:True:False,True,False
Steelers,14,0,6,6,0,26,Colts,0,17,7,0,0,24,2:2012:True:False,True,False
Patriots,3,11,3,0,0,17,Eagles,0,14,10,3,0,27,2:2012:True:False,True,False
Bengals,3,3,7,0,0,13,Packers,14,3,0,10,0,27,3:2012:True:False,True,False
Ravens,3,10,14,21,0,48,Jaguars,0,3,0,14,0,17,3:2012:True:False,True,False
Titans,7,10,6,9,0,32,Cardinals,3,7,3,14,0,27,3:2012:True:False,True,False
Buccaneers,14,6,3,7,0,30,Patriots,0,7,7,14,0,28,3:2012:True:False,True,False
Browns,0,3,0,7,0,10,Eagles,14,3,7,3,0,27,3:2012:True:False,True,False
Dolphins,0,3,3,0,0,6,Falcons,3,6,7,7,0,23,3:2012:True:False,True,False
Chiefs,0,7,0,7,0,14,Seahawks,6,17,21,0,0,44,3:2012:True:False,True,False
Giants,3,14,0,0,0,17,Bears,7,0,6,7,0,20,3:2012:True:False,True,False
Vikings,0,3,0,7,0,10,Chargers,3,3,0,6,0,12,3:2012:True:False,True,False
Redskins,0,14,9,7,0,30,Colts,0,7,0,10,0,17,3:2012:True:False,True,False
Raiders,0,10,7,14,0,31,Lions,3,3,7,7,0,20,3:2012:True:False,True,False
Bills,7,0,0,0,0,7,Steelers,0,14,7,17,0,38,3:2012:True:False,True,False
Cowboys,17,3,0,0,0,20,Rams,3,3,0,13,0,19,3:2012:True:False,True,False
Saints,14,10,3,7,0,34,Texans,14,10,0,3,0,27,3:2012:True:False,True,False
Broncos,17,7,0,0,0,24,49ers,7,3,10,9,0,29,3:2012:True:False,True,False
Jets,3,6,3,0,0,12,Panthers,3,7,0,7,0,17,3:2012:True:False,True,False
Giants,0,0,3,3,0,6,Patriots,0,3,0,0,0,3,4:2012:True:False,True,False
Redskins,6,10,14,0,0,30,Buccaneers,0,0,3,0,0,3,4:2012:True:False,True,False
Cowboys,0,20,7,3,0,30,Dolphins,6,0,7,0,0,13,4:2012:True:False,True,False
Jaguars,0,7,7,10,0,24,Falcons,7,0,7,0,0,14,4:2012:True:False,True,False
Eagles,0,14,0,14,0,28,Jets,0,10,0,0,0,10,4:2012:True:False,True,False
Steelers,10,0,0,7,0,17,Panthers,0,3,7,6,0,16,4:2012:True:False,True,False
Rams,14,7,7,3,0,31,Ravens,0,0,10,7,0,17,4:2012:True:False,True,False
Titans,3,0,7,0,0,10,Saints,3,3,0,0,0,6,4:2012:True:False,True,False
Lions,28,0,0,10,0,38,Bills,7,3,14,8,0,32,4:2012:True:False,True,False
Packers,0,14,7,3,0,24,Chiefs,3,0,0,0,0,3,4:2012:True:False,True,False
Texans,7,7,14,0,0,28,Vikings,0,10,14,0,0,24,4:2012:True:False,True,False
Colts,0,14,0,6,0,20,Bengals,3,10,3,0,0,16,4:2012:True:False,True,False
Browns,0,7,3,10,0,20,Bears,7,7,14,0,0,28,4:2012:True:False,True,False
49ers,14,7,14,0,0,35,Chargers,0,0,0,3,0,3,4:2012:True:False,True,False
Seahawks,3,10,6,2,0,21,Raiders,0,0,0,3,0,3,4:2012:True:False,True,False
Cardinals,0,7,3,3,0,13,Broncos,0,0,7,9,0,16,4:2012:True:False,True,False
Giants,0,3,7,7,0,17,Cowboys,0,7,10,7,0,24,1:2012:False:False,False,False
Texans,0,24,3,3,0,30,Dolphins,3,0,7,0,0,10,1:2012:False:False,False,False
Titans,3,0,7,3,0,13,Patriots,7,14,7,6,0,34,1:2012:False:False,False,False
Lions,0,10,3,14,0,27,Rams,3,10,0,10,0,23,1:2012:False:False,False,False
Saints,7,7,3,15,0,32,Redskins,10,10,10,10,0,40,1:2012:False:False,False,False
Browns,3,0,3,10,0,16,Eagles,0,10,0,7,0,17,1:2012:False:False,False,False
Chiefs,3,14,0,7,0,24,Falcons,10,10,14,6,0,40,1:2012:False:False,False,False
Jets,7,20,14,7,0,48,Bills,0,7,7,14,0,28,1:2012:False:False,False,False
Vikings,0,7,7,9,3,26,Jaguars,3,6,3,11,0,23,1:2012:False:False,False,False
Bears,7,17,10,7,0,41,Colts,7,7,0,7,0,21,1:2012:False:False,False,False
Cardinals,3,7,3,7,0,20,Seahawks,3,0,10,3,0,16,1:2012:False:False,False,False
Buccaneers,10,3,0,3,0,16,Panthers,0,0,7,3,0,10,1:2012:False:False,False,False
Packers,0,7,0,15,0,22,49ers,3,13,7,7,0,30,1:2012:False:False,False,False
Broncos,0,7,7,17,0,31,Steelers,0,10,3,6,0,19,1:2012:False:False,False,False
