Week,Cowboys,Browns,Titans,Rams,Chargers,Ravens,Buccaneers,Steelers,Panthers,Bears,Eagles,Vikings,Saints,Broncos,Falcons,49ers,Raiders,Giants,Lions,Patriots,Jets,Colts,Jaguars,Cardinals,Dolphins,Redskins,Bills,Chiefs,Seahawks,Packers,Texans,Bengals
1,1473.333171213604,1488.7900387187478,1529.5479395055622,1498.5304984710244,1501.3341586646084,1491.8247233971554,1511.2099612812522,1514.900280724978,1475.7466749415767,1513.537615025117,1509.94630534109,1486.681732566681,1513.318267433319,1491.0365043595973,1485.099719275022,1472.915336029726,1470.4520604944378,1524.2533250584233,1486.462384974883,1515.6880506791654,1508.1752766028446,1475.80336472539,1508.9634956404027,1501.4695015289756,1514.6012238058631,1526.666828786396,1485.3987761941369,1498.6658413353916,1527.084663970274,1490.05369465891,1524.19663527461,1484.3119493208346
2,1483.4395180034248,1452.2374101554838,1511.5016591107099,1491.1881648442245,1535.7635728219775,1477.9072691612078,1548.156478109793,1532.9465611198304,1438.8001581130359,1503.431268235296,1517.1127166118047,1495.1318373470904,1506.6144258167728,1521.978621427249,1535.7465074300974,1479.6191776462722,1477.7943941212377,1491.3343619852913,1479.2959737041683,1486.1545772161444,1537.7087500658656,1508.7223277985222,1474.5340814830336,1450.8227133739001,1506.1511190254537,1508.2173049236437,1456.823789061867,1535.2184698986557,1496.1425469026224,1518.6286817911798,1542.6461591373622,1498.2294035567822
3,1514.5178738755303,1448.7249401164559,1548.5033141232775,1514.5129461587069,1518.2803147266254,1481.4197392002357,1516.491619103761,1564.6114201258624,1421.416282572012,1503.953466008962,1542.2896991712125,1512.4194842399522,1487.286606222551,1489.1627781713344,1555.0743270243192,1466.7563431888864,1476.5129832660718,1454.3327069727236,1462.0083268113065,1489.3848640663975,1548.3964741444506,1541.5381710544368,1449.3570989236257,1452.104124229066,1495.4633949468687,1484.8925236091613,1453.593502211614,1548.0813043560415,1513.6258049979745,1518.1064840175138,1511.5678032652568,1515.613279097806
4,1514.5178738755303,1463.2090355673924,1526.6912085069932,1556.9034422238485,1541.210709762288,1495.729166978395,1516.491619103761,1550.3019923477032,1419.3744416962886,1463.1107163845625,1541.5360168686461,1512.4194842399522,1489.3284470982744,1510.9748837876186,1572.91154634074,1448.9191238724657,1479.6070237081626,1495.1754565971232,1473.7400148832417,1514.831853237512,1546.731893069423,1515.0932147086796,1475.802055269383,1429.1737291934035,1470.0164057757543,1485.6462059117277,1455.2580832866415,1548.0813043560415,1471.2353089328328,1506.3747959455786,1508.473762823166,1501.1291836468695
5,1513.1609150880006,1459.5960650024792,1528.048167294523,1503.2644157161703,1518.6362637727573,1515.1431436702096,1514.9190575634702,1550.3019923477032,1416.4752054325884,1466.0099526482627,1531.4309622538863,1493.1104442695928,1463.4813218941565,1491.560907095804,1576.5245169056532,1459.0241784872255,1502.1814696976933,1526.5781894392214,1527.3790413909198,1514.831853237512,1566.0409330397824,1543.5088007272175,1481.2095526497535,1455.0208543975214,1470.0164057757543,1496.009481733011,1449.850585906271,1519.6657183375037,1471.2353089328328,1496.0115201242954,1477.0710299810678,1502.7017451871602
6,1515.023929341741,1452.790650198242,1561.9590171441992,1502.054135843138,1519.8465436457896,1504.1668905386387,1465.7528071364045,1557.1074071519404,1416.4752054325884,1451.2995710850294,1550.0342274433906,1491.2474300158524,1512.6475723212222,1501.1862453471037,1557.9212517161488,1474.8160796639718,1486.389568520947,1543.695008491879,1510.2622223382623,1525.808106369083,1556.4155947884826,1540.2057523085296,1447.2987028000773,1455.0208543975214,1511.6813225715537,1499.3125301516989,1449.850585906271,1519.4826078288709,1485.9456904960662,1454.346603328496,1477.2541404897006,1502.7017451871602
7,1514.425710141073,1478.771937374329,1568.8914283757226,1462.9732520875164,1499.429104627472,1503.7769296993986,1504.8336908920262,1541.2817406877418,1440.778332426583,1449.7004736987342,1543.1018162118671,1482.8335228043184,1486.6662851451356,1475.1700603506756,1558.4768370750423,1450.5129526699773,1512.4057535173752,1544.293227692547,1510.2622223382623,1546.2255453874004,1556.4155947884826,1540.2057523085296,1435.4038276370948,1432.8306784553279,1527.5069890357522,1500.911627537994,1450.240546745511,1531.3774829918534,1508.1358664382597,1462.76051054003,1477.2541404897006,1502.1461598282667
8,1474.6571180708092,1478.771937374329,1542.5141709885722,1469.3520509034602,1525.8063620146224,1503.7769296993986,1494.0751523790932,1512.7067202501016,1434.399533610639,1449.7004736987342,1543.1018162118671,1484.5614964507854,1515.2413055827758,1467.3735620137102,1558.4768370750423,1458.3094510069427,1563.3638134817675,1544.293227692547,1524.3655211219614,1544.4975717409334,1513.5457471698085,1545.663405070343,1475.1724197073586,1443.5892169682609,1550.8401968230733,1486.808328754295,1456.5972378716995,1525.020791865665,1457.1778064738673,1505.6303581587042,1471.7964877278869,1478.8129520409454
9,1441.1189138006496,1518.5997067663375,1542.5141709885722,1469.3520509034602,1527.8023208912277,1546.2223885451372,1491.8518443089622,1516.3225296431297,1398.307363799552,1454.2089618752286,1560.7892835132918,1486.9412786914472,1551.333475393863,1467.3735620137102,1560.7001451451733,1458.3094510069427,1567.4712130440334,1554.9047533878797,1515.8308438700094,1504.6698023489248,1522.0804244217604,1527.9759377689184,1475.1724197073586,1441.209434727599,1508.3947379773347,1486.808328754295,1452.088749695205,1520.9133923033992,1446.5662807785345,1539.1685624288639,1469.8005288512816,1475.1971426479174
10,1471.3183723063053,1507.1831147279784,1507.4153619908789,1457.0536535736433,1527.8023208912277,1541.7448742502786,1487.825303117644,1504.013166563473,1402.3339049908702,1472.6779138750385,1551.3604362074398,1468.4723266916374,1551.333475393863,1485.9012754953987,1565.177659440032,1470.6078483367596,1567.4712130440334,1524.7052948822243,1501.8640271793586,1516.9791654285814,1533.4970164601195,1525.2362342821218,1478.3123808595676,1418.643903499556,1543.493546975028,1496.237176060147,1466.0555663858559,1502.3856788217106,1469.1318120065775,1539.1685624288639,1466.6605676990725,1477.936846134714
11,1494.151489980198,1494.7600801452136,1489.27434521047,1454.5578792483584,1548.9451913435876,1544.7307034172381,1528.8431068882194,1531.2760357171728,1399.3480758239107,1523.685384302245,1561.2602299601604,1447.9162098948589,1544.6299582216998,1464.758405043039,1567.6734337653168,1429.5900445661841,1540.2083438903337,1514.8055011295037,1479.0309095054658,1534.4704550188956,1546.650098789485,1507.7449446918076,1490.7354154423324,1422.0514387072326,1492.4860765478215,1514.3781928405558,1491.2513374811415,1498.978143614034,1475.8353291787407,1559.7246792256424,1453.5074853697072,1452.7410750394283
12,1503.9737989978678,1470.2228589356648,1439.829529056968,1466.3799640077054,1574.021816664084,1535.4261492217474,1538.14766108371,1542.1439411124582,1423.8852970334594,1533.649292767581,1551.2963214948243,1457.025350042527,1534.80764920403,1452.9363202836919,1567.8916500550238,1471.976190510142,1512.60779198255,1524.252543916981,1474.1613217086035,1539.340042815758,1549.1139655906345,1482.668319371311,1481.288372654855,1379.6652927632747,1520.0866284556053,1505.2690526928877,1480.3834320858562,1497.2854421475085,1477.5280306452662,1559.5064629359354,1502.9523015232091,1450.2772082382787
13,1522.618745368166,1486.3121821493864,1451.679555484791,1492.5886243707869,1561.4867341295353,1532.4811521673519,1552.1020280680907,1545.0889381668537,1419.186029201544,1537.8403598123055,1553.8245241139641,1473.9559308325381,1536.0936712481066,1463.9647909995383,1553.9372830706432,1470.2613011909095,1525.1428745170988,1562.4786711603772,1469.9702546638791,1588.7186676069166,1499.7353407994758,1464.023373001013,1469.438346227032,1353.4566324001933,1503.9973052418836,1467.0429254494916,1463.452851295845,1486.2569714316621,1482.2272984771816,1561.2213522551679,1500.4240989040693,1448.991186194202
14,1525.354504777793,1471.5429210081545,1449.4715605754034,1478.2662590113823,1591.1135141353288,1543.7744308601173,1548.3653808952977,1561.7397329776113,1407.6233313666246,1526.3933733372216,1551.088764704337,1472.1500535538078,1550.4160366075112,1412.2015337363864,1565.4999809055623,1474.0498846711248,1520.5862835962157,1564.2845484391075,1485.7666048934313,1600.1656540820004,1517.6283409473508,1466.2313679104004,1473.9949371479152,1405.2198896633452,1486.1043050940086,1470.7795726222846,1478.222112437077,1456.6301914258686,1478.4387149969664,1545.4250020256156,1489.130820211304,1432.3403913834445
15,1522.7125677993965,1458.1742466533235,1451.7961178666258,1456.2486239495308,1616.3332237505333,1548.0043255925596,1508.9351816795124,1533.8083882255955,1423.0737044751995,1556.178980031284,1556.0859569103354,1442.3644468597454,1546.1861418750689,1413.3908818171117,1547.5281340523202,1448.8301750559203,1519.3969355154904,1559.2873562331092,1525.1968041092166,1600.461705108503,1545.5596856993666,1482.512441418392,1457.7138636399236,1389.7695165547702,1483.9834241362948,1473.421509600681,1480.3429933947907,1478.64782648772,1496.4105618502085,1545.1289509991132,1486.8062629200815,1445.7090657382755
